ID,Labels,F0,F1,F2,F3,F4,Time
CDMN2E3SF003_LEC,CLaCFA_A,292.38822,807.46575,1928.70118,2873.24942,3826.52147,0.08764
CDMN2E3SF003_LEC,CLa_T,189.98519,688.96532,1672.12426,2385.69245,3359.19699,0.07791
CDMN2E3SF003_LEC,COSD��aCFA_T,260.42506,433.58449,2461.83102,3374.82069,4356.84533,0.18827
CDMN2E3SF003_LEC,CODaCNA_T,203.37056,644.8204,1396.08979,2417.10735,3590.71279,0.09901
CDMN2E3SF003_LEC,CODaCNA_T,112.91387,658.02527,1693.58562,2418.65629,3954.90079,0.09414
CDMN2E3SF003_LEC,CLa_T,170.84983,631.82761,1734.85083,2324.32685,3944.99077,0.09414
CDMN2E3SF003_LEC,COVa_A,207.24163,633.93477,1612.09635,2174.01279,3360.46983,0.07141
CDMN2E3SF003_LEC,CNAa_A,197.92085,620.32527,1861.13129,3034.0738,4284.80467,0.08764
CDMN2E3SF003_LEC,CLaCFA_T,206.4198,619.12062,1826.153,2850.89784,4354.72055,0.06168
CDMN2E3SF003_LEC,CODCLa_T,218.09132,779.92657,1532.65117,2005.47156,3373.66379,0.08115
CDMN2E3SF003_LEC,COSVaCVS_T,170.55539,634.62058,1561.55647,2259.00968,3565.77554,0.09816
CDMN2E3SF003_LEC,COVa_T,249.92762,694.14348,1965.95458,2979.04088,4028.85254,0.09089
CDMN2E3SF003_LEC,COSDa_A,246.06132,650.91149,1595.62931,3022.99417,3988.79691,0.06492
CDMN2E3SF003_LEC,COVa_A,196.35031,635.5542,1494.35614,2072.75937,3657.99213,0.07389
CDMN2E3SF003_LEC,CFVa_A,213.7196,677.20302,1494.80458,2253.97286,3694.59572,0.06492
CDMN2E3SF003_LEC,CNBaCFA_T,192.31313,722.37694,1403.21417,2106.80285,3295.70346,0.05518
CDMN2E3SF003_LEC,CNAa_T,185.87889,678.42035,1459.53792,1953.86351,3227.91945,0.07791
CDMN2E3SF003_LEC,CVSaCFA_A,182.5455,512.03978,1668.31952,2280.16017,3741.17267,0.1201
CDMN2E3SF003_LEC,CFLaCNA_T,155.0819,709.5597,1444.70124,2022.73322,3669.29911,0.10063
CDMN2E3SF003_LEC,COSBaCVS_T,208.99062,713.24523,1644.17662,2224.17147,3361.43223,0.07141
CDMN2E3SF003_LEC,COSDa_A,236.60027,599.35994,1631.06568,3155.27373,3988.5987,0.08764
CDMN2E3SF003_LEC,COSVaCNA_A,179.79084,598.18013,1710.57977,2282.38135,3630.21181,0.09738
CDMN2E3SF003_LEC,CLa_T,149.89559,594.72948,1886.41618,2647.19131,4162.07196,0.08764
CDMN2E3SF003_LEC,CVMa_A,175.36162,720.5277,1707.98412,2213.98823,3907.22256,0.09738
CDMN2E3SF003_LEC,CLa_T,193.06401,715.58809,1767.95195,2458.28582,3790.77173,0.07466
CDMN2E3SF003_LEC,CVSa��CFA_T,221.08775,481.22163,2185.51119,2745.61617,3977.34049,0.28565
CDMN2E3SF003_LEC,CNAa_T,187.70864,613.5509,1362.12126,2112.6989,3277.17438,0.08764
CDMN2E3SF003_LEC,CODa_A,183.84537,565.85572,1805.90297,2920.49887,3966.86871,0.07791
CDMN2E3SF003_LEC,COBa_T,192.49484,744.22442,1387.8561,2000.64517,3084.91904,0.07141
CDMN2E3SF003_LEC,CVSa_A,193.17089,594.34738,1897.12405,2962.575,3984.41768,0.06817
CDMN3E1SM001_LEC,CLa_T,112.36801,533.89758,1399.53816,3209.23798,3510.20383,0.07035
CDMN3E1SM001_LEC,COSDa_A,119.12944,555.87828,1506.55051,3243.67267,3691.83806,0.0664
CDMN3E1SM001_LEC,COBa_T,117.3693,629.35472,1327.91599,2999.53946,3510.30355,0.04923
CDMN3E1SM001_LEC,CFAa_A,119.45247,589.03734,1430.48881,3192.66759,3536.05055,0.04259
CDMN3E1SM001_LEC,CLaCFA_T,115.81589,486.30779,1551.35463,2925.94119,3774.60384,0.04698
CDMN3E1SM001_LEC,CFLa_A,114.22352,521.53019,1307.57604,3060.81719,3472.05882,0.04019
CDMN3E1SM001_LEC,CFAa_T,111.68315,650.40198,1413.54936,3245.54576,3652.05815,0.08978
CDMN3E1SM001_LEC,COSDa_T,92.88481,503.28673,1318.21666,3123.39269,3416.72568,0.0569
CDMN3E1SM001_LEC,CODCVSa_A,110.16162,573.9449,1486.99207,2769.42324,3847.01938,0.05011
CDMN3E1SM001_LEC,CVMa_A,141.03091,602.78301,1437.73671,2620.59445,3558.96467,0.11589
CDMN3E1SM001_LEC,CODaCFA_A,116.14036,530.05906,1614.80939,2931.72825,3609.54976,0.05549
CDMN3E1SM001_LEC,COBa_A,112.70102,649.57204,1321.32221,2788.70232,3547.17502,0.05742
CDMN3E1SM001_LEC,CFAa_T,108.80818,597.53009,1304.05196,2675.64284,3523.59917,0.07219
CDMN3E1SM001_LEC,COSBa_T,109.78914,620.07452,1197.75346,2739.6314,3479.56475,0.04959
CDMN3E1SM001_LEC,CFVa_CNA_A,109.98616,546.59601,1330.88773,2631.38992,3599.3628,0.04594
CDMN3E1SM001_LEC,CLa_CFA,108.04751,573.19263,1372.23873,2454.55651,3755.46741,0.06478
CDMN3E1SM001_LEC,COSDaCNA_A,125.28264,597.50015,1485.32051,2603.71346,3626.46387,0.05951
CDMN3E1SM001_LEC,CLaCFA_T,103.95689,592.43716,1419.74352,2452.1188,3674.35918,0.04072
CDMN3E1SM001_LEC,CNBa_T,108.3874,577.67937,1313.55012,2604.93258,3486.12429,0.05168
CDMN3E1SM001_LEC,COSBa_A,94.46899,453.06972,1221.47815,2474.56204,3443.71696,0.03602
CDMN3E1SM001_LEC,CLa_T,97.37109,575.57169,1331.51001,2499.37457,3472.21424,0.05324
CDMN3E1SM001_LEC,COVa_A,107.01561,562.65078,1342.35348,2517.78318,3466.64569,0.04228
CDMN3E1SM001_LEC,CNBa_T,115.1571,623.63008,1323.08569,2375.58622,3471.15929,0.06076
CDMN3E1SM001_LEC,CFAa_A,115.92584,534.42986,1556.40403,2506.37895,3442.84938,0.05815
CDMN3E1SM001_LEC,COVaCNA_T,105.56978,589.82811,1432.05591,2433.24104,3463.02337,0.05794
CDMN3E1SM001_LEC,CLaCFA_T,96.54562,568.84291,1390.804,2377.55112,3375.10854,0.04594
CDMN3E1SM001_LEC,CODCVSaCFA_A,162.7582,509.71321,1479.21238,2482.15854,3552.0795,0.04802
CDMN3E1SM001_LEC,CNAa_A,123.30547,511.47462,1297.78712,2570.73686,3412.35552,0.04056
CDMN3E1SM001_LEC,CVSa_T,105.27148,607.20674,1498.42664,2611.6467,3486.90218,0.09553
CDMN3E1SM001_LEC,COSDa_A,116.81906,664.95055,1433.81966,2868.64671,3575.91404,0.10179
CDMN3E1SM001_LEC,CLaCFA_T,105.64418,557.8202,1408.67648,2384.52945,3651.96406,0.03419
CDMN3E1SM001_LEC,COVa_T,117.5183,454.65635,1420.02002,2660.11144,3818.94608,0.03602
CDMN3E1SM001_LEC,CFAaCFA_A,122.69149,481.91254,1356.30466,2587.56436,3911.02119,0.04802
CDMN3E1SM001_LEC,CNAaCFA_A,113.91566,587.01008,1386.48818,2677.60999,3614.45609,0.04489
CDMN3E1SM001_LEC,COVa_A,102.50368,639.87503,1582.0803,2830.95491,3945.75214,0.05455
CDMN3E1SM001_LEC,CVSa_T,89.9107,779.18989,1648.91135,3123.15588,3966.17143,0.0997
CDMN3E1SM001_LEC,CLaCFA_T,113.43586,547.9709,1445.32526,2484.84997,3739.6284,0.05116
CDMN3E1SM001_LEC,CNBa_T,134.73662,657.51773,1349.92276,2448.6152,3511.86469,0.05168
CDMN3E1SM001_LEC,CLaCFA_A,147.51607,527.25606,1393.54127,2390.95962,3688.91353,0.02923
CDMN3E1SM001_LEC,CLa_T,101.19617,609.73472,1445.12838,2476.14145,3447.15943,0.05794
CDMN3E1SM001_LEC,CODaCNA_T,112.60946,571.37856,1422.61612,2430.16782,3537.10574,0.0616
CDMN3E1SM001_LEC,CODaCNA_T,104.33034,535.26261,1298.6273,2436.78648,3483.45241,0.04197
CDMN3E1SM001_LEC,CLa_T,112.59964,603.91076,1562.39107,2453.14118,3704.76892,0.03915
CDMN3E1SM001_LEC,COVa_A,108.95359,601.57236,1515.96379,2418.06407,3472.98461,0.05011
CDMN3E1SM001_LEC,CNAa_A,115.36761,578.00018,1563.5174,2606.53157,3662.7464,0.05032
CDMN3E1SM001_LEC,CLaCFA_T,108.64784,571.99376,1440.82271,2495.93223,3657.18442,0.0522
CDMN3E1SM001_LEC,CODCLa_T,113.61374,637.27519,1431.71655,2401.67655,3520.99577,0.09933
CDMN3E1SM001_LEC,COSVaCVS_T,110.88009,661.55877,1409.60906,2307.22806,3501.19668,0.08717
CDMN3E1SM001_LEC,COVa_T,121.02273,586.26602,1520.57414,2390.37064,3452.81413,0.06055
CDMN3E1SM001_LEC,COSDa_A,119.65927,597.62398,1357.06646,2495.74021,3538.82611,0.05429
CDMN3E1SM001_LEC,COVa_A,102.83317,542.78083,1475.28855,2450.84676,3390.59874,0.04959
CDMN3E1SM001_LEC,CFVa_A,114.35102,595.9165,1325.0856,2457.31567,3493.0129,0.05846
CDMN3E1SM001_LEC,CNBaCFA_T,109.24805,611.15605,1324.37152,2440.28185,3591.45705,0.05429
CDMN3E1SM001_LEC,CNAa_T,110.18031,649.57904,1356.40322,2699.27156,3715.60614,0.07308
CDMN3E1SM001_LEC,COSDCVSaCFA_A,104.46962,563.44795,1483.24546,2406.50937,3747.0548,0.04896
CDMN3E1SM001_LEC,CFLaCNA_T,89.88014,648.56873,1305.31222,2210.76228,3518.64466,0.07047
CDMN3E1SM001_LEC,CNBaCVS_T,127.57402,607.26235,1326.46329,2410.26351,3507.113,0.09156
CDMN3E1SM001_LEC,COSDa_A,105.22847,484.91536,1371.23411,2442.74414,3496.74926,0.05063
CDMN3E1SM001_LEC,COSVaCNA_A,104.98439,579.85013,1683.94283,3261.09039,3464.97801,0.03811
CDMN3E1SM001_LEC,CLa_T,106.79705,550.35854,1454.11216,2988.21031,3653.25497,0.08456
CDMN3E1SM001_LEC,CVMa_A,109.03605,609.32984,1432.60758,2986.05352,3516.35958,0.10962
CDMN3E1SM001_LEC,CLa_T,102.97201,590.56542,1455.34143,2877.87689,3570.65125,0.06368
CDMN3E1SM001_LEC,CNAa_A,100.19291,555.824,1453.78403,2732.41619,3471.68268,0.05846
CDMN3E1SM001_LEC,CODa_A,108.39022,511.02594,1416.40805,2614.06023,3588.44549,0.04594
CDMN3E1SM001_LEC,COBa_T,95.18203,603.69037,1331.46631,2352.35117,3431.05256,0.04907
CDMN3E1SM001_LEC,CVSa_A,87.97191,664.1425,1491.29481,2726.09592,3742.73948,0.09605
CDMN3E1SM011_LEC,CLa_T,156.71075,445.8671,1217.1274,2490.40498,3278.81079,0.1031
CDMN3E1SM011_LEC,COSDa_A,159.44875,417.59946,1480.90314,2779.44301,3492.3781,0.09175
CDMN3E1SM011_LEC,COBa_T,156.05303,443.1956,1062.38966,2521.27258,3234.91996,0.05865
CDMN3E1SM011_LEC,CFAa_A,160.07975,331.90533,1101.99077,2561.3574,3135.07884,0.05202
CDMN3E1SM011_LEC,CLaCFA_T,144.65836,428.01427,1383.92297,2871.47073,3701.27048,0.05959
CDMN3E1SM011_LEC,CFLa_A,144.83558,374.30446,1066.03945,2452.36377,3225.02332,0.04162
CDMN3E1SM011_LEC,CFAa_A,149.60877,433.64761,1093.81797,2530.39699,3472.38208,0.09932
CDMN3E1SM011_LEC,COSDa_A,136.05626,478.5119,958.67864,2642.52959,3378.0486,0.07094
CDMN3E1SM011_LEC,CODCVSa_T,139.06104,432.40101,1058.86992,2697.41352,3703.89114,0.05581
CDMN3E1SM011_LEC,CVMa_T,165.35172,458.53636,1350.60401,2601.16288,3229.92728,0.07567
CDMN3E1SM011_LEC,CODaCFA_A,158.21587,429.93837,1665.04036,2764.45032,3835.90901,0.07189
CDMN3E1SM011_LEC,COBa_A,132.4175,440.21426,1157.65226,2646.73821,3444.33244,0.05013
CDMN3E1SM011_LEC,CFAa_A,143.58678,375.29839,1032.16963,2728.72633,3506.17872,0.04824
CDMN3E1SM011_LEC,COSBa_A,140.61368,435.50641,1027.75835,2569.97951,3137.15545,0.05581
CDMN3E1SM011_LEC,CAPaCNA_A,145.32166,411.36038,1161.14197,2606.36693,3318.876,0.05297
CDMN3E1SM011_LEC,CLaCFA_T,144.48974,441.24104,1412.05221,2825.21921,3684.20933,0.05013
CDMN3E1SM011_LEC,COSDSaCNA_T,155.74471,429.87529,1702.67111,2759.9981,3709.64529,0.05581
CDMN3E1SM011_LEC,CLaCFA_A,132.21904,418.79757,1364.46913,2898.50255,3881.00842,0.06243
CDMN3E1SM011_LEC,CNBa_A,136.66568,364.91666,969.4635,2724.79148,3043.75879,0.0577
CDMN3E1SM011_LEC,COSBa_A,134.38172,389.85638,1008.26632,2721.37315,3463.98268,0.06621
CDMN3E1SM011_LEC,CLa_A,129.13665,402.10031,897.28803,2572.66502,3218.80475,0.06148
CDMN3E1SM011_LEC,COVa_,140.65651,382.64905,1103.4998,2636.77038,3702.18655,0.06243
CDMN3E1SM011_LEC,CNBa_T,158.2674,464.1268,1000.15508,2573.61173,3433.01431,0.07662
CDMN3E1SM011_LEC,CFPa_A,157.66421,438.15592,1887.79005,2758.9326,3960.36708,0.08891
CDMN3E1SM011_LEC,COVaCNA_A,141.58975,492.65308,1322.69458,2516.18999,3464.21771,0.09175
CDMN3E1SM011_LEC,CLaCFA_A,133.57921,442.54407,1345.62675,2840.85519,3845.77825,0.06621
CDMN3E1SM011_LEC,CODCVSa_A,138.77343,413.49302,1327.54288,2706.80856,3433.24132,0.11162
CDMN3E1SM011_LEC,CNAa_A,144.88364,319.96899,1230.21342,2472.26344,3451.08664,0.07945
CDMN3E1SM011_LEC,CVSa_A,128.89829,361.91298,1050.06976,2659.17066,3596.7072,0.05202
CDMN3E1SM011_LEC,COSDa_A,128.58569,345.55529,974.10671,2722.80827,3647.67736,0.06716
CDMN3E1SM011_LEC,CLaCFA_T,144.07006,429.43969,1183.10655,2805.21476,3460.30004,0.06905
CDMN3E1SM011_LEC,COVa_T,170.27053,479.91645,1263.68919,2413.92426,3196.87541,0.06527
CDMN3E1SM011_LEC,CFAaCFA_A,185.436,326.47009,1155.14653,2726.87819,3737.77799,0.06621
CDMN3E1SM011_LEC,CNAaCFA_A,151.97255,410.24069,1339.83622,2696.19641,3596.7583,0.0577
CDMN3E1SM011_LEC,COVa_A,133.24915,370.61518,1509.52491,2621.78354,3743.32963,0.04635
CDMN3E1SM011_LEC,CVSa_A,125.09539,735.28745,1832.01845,2860.14748,3860.54542,0.07945
CDMN3E1SM011_LEC,CLaCFA_A,133.82103,486.66972,1347.06961,2992.07903,3996.53789,0.05013
CDMN3E1SM011_LEC,CNBa_T,159.7926,475.09155,863.74255,2518.27631,3217.87762,0.08513
CDMN3E1SM011_LEC,CLaCFA_A,172.72737,480.28797,1320.82521,2741.34144,3763.03177,0.04257
CDMN3E1SM011_LEC,CLa_A,151.75087,469.7378,1242.00573,2726.95994,3312.138,0.06716
CDMN3E1SM011_LEC,CODaCNA_A,146.12762,340.43864,1535.49458,2677.0579,3837.75075,0.08702
CDMN3E1SM011_LEC,CODaCNA_A,135.54264,414.49728,965.8084,2599.19392,3670.65316,0.06621
CDMN3E1SM011_LEC,CLa_T,141.03093,435.61045,1804.25077,2977.76605,3837.43786,0.06148
CDMN3E1SM011_LEC,COVa_A,148.26715,389.92264,1311.93193,2435.45022,3292.03075,0.04067
CDMN3E1SM011_LEC,CLaCFA_A,132.24934,462.51445,1289.53121,2805.71728,3758.77581,0.06337
CDMN3E1SM011_LEC,CODCLa_T,168.4861,486.93848,1122.50704,2629.94231,3614.53962,0.10405
CDMN3E1SM011_LEC,COSVaCVS_T,148.91782,444.84934,1503.0959,2566.06474,3638.66506,0.07189
CDMN3E1SM011_LEC,COVa_T,150.10609,454.22492,1343.84699,2483.26065,3577.52305,0.05581
CDMN3E1SM011_LEC,COSDa_A,144.99475,424.80642,1143.12541,2426.08181,3856.66245,0.06432
CDMN3E1SM011_LEC,COVa_A,137.49922,415.28717,1346.91332,2555.82486,3389.33532,0.06905
CDMN3E1SM011_LEC,CAPa_T,205.13187,425.21896,1280.50423,2567.94686,3252.46172,0.0454
CDMN3E1SM011_LEC,CNBaCFA_T,171.1571,464.60034,1101.43691,2612.72289,3289.71335,0.08797
CDMN3E1SM011_LEC,CNAa_A,162.26321,345.61391,1203.51351,2771.88034,3839.51182,0.08608
CDMN3E1SM011_LEC,COSDCVSaCFA_A,150.41292,426.26914,1570.79393,2860.13102,3767.77627,0.05581
CDMN3E1SM011_LEC,CFLaCNA_A,127.13485,309.37448,1045.85069,2567.75204,3175.59597,0.05392
CDMN3E1SM011_LEC,COSBaCVS_T,151.32616,501.9613,1113.61579,2537.02399,3799.43421,0.06716
CDMN3E1SM011_LEC,COSVaCNA_A,149.73639,408.64935,1436.40545,2565.05681,3440.68427,0.06905
CDMN3E1SM011_LEC,CLa_T,139.94506,464.46622,1072.60968,2702.21014,3596.65386,0.06054
CDMN3E1SM011_LEC,CVMa_A,139.37842,448.63691,1100.20085,2347.66784,2972.44699,0.07283
CDMN3E1SM011_LEC,CLa_A,136.67344,523.64024,1050.03871,2805.34835,3980.27578,0.08797
CDMN3E1SM011_LEC,ACNAa_,145.26457,466.52282,1356.92738,2593.3333,4437.78613,0.08418
CDMN3E1SM011_LEC,CODa_A,148.87107,427.08933,1201.34026,2509.47692,3520.61053,0.07945
CDMN3E1SM011_LEC,COBa_T,136.05894,497.8162,1154.3315,2398.14626,3117.19323,0.04257
CDMN3E1SM011_LEC,CVSa_A,140.18787,393.34447,1556.27395,2657.90578,3666.82503,0.06432
CDMN3E2SF005_LEC,CLa_A,225.81847,646.8762,1637.84337,2258.17341,3727.1764,0.0726
CDMN3E2SF005_LEC,COSDa_T,224.75535,617.71686,1574.09638,2446.80096,3631.68081,0.05814
CDMN3E2SF005_LEC,COBa_A,211.8378,646.49971,1577.53931,2345.39588,3702.42184,0.08348
CDMN3E2SF005_LEC,CFAa_T,221.18008,624.31501,1372.50039,2008.8411,3569.74821,0.05997
CDMN3E2SF005_LEC,CLaCFA_T,196.91207,605.92819,1658.26213,2613.61948,4343.38434,0.03283
CDMN3E2SF005_LEC,CFLa_A,205.36915,630.71073,1492.0718,2071.59307,3641.11939,0.05158
CDMN3E2SF005_LEC,CFAa_A,223.40591,666.58687,1633.85316,2629.79523,4697.54196,0.12919
CDMN3E2SF005_LEC,COSDa_A,193.80237,629.69532,1707.11038,2666.04813,4595.32425,0.07393
CDMN3E2SF005_LEC,CODCVSa_T,219.5628,567.2014,1715.58966,2616.9351,4368.80168,0.05681
CDMN3E2SF005_LEC,CVMa_A,258.59715,554.55828,1641.9207,2563.21145,4106.04324,0.07702
CDMN3E2SF005_LEC,CODaCFA_T,274.01586,586.31731,1788.23517,2760.95823,4741.70262,0.10206
CDMN3E2SF005_LEC,COBa_T,211.50969,648.19848,1476.37419,2543.21417,4816.76902,0.04403
CDMN3E2SF005_LEC,COSBa_A,204.73838,674.70852,1382.27842,2364.59158,3248.37067,0.04464
CDMN3E2SF005_LEC,CFVaCNA_T,201.63347,616.91642,1636.52729,2443.39083,3655.81825,0.04044
CDMN3E2SF005_LEC,CLAaCFA_A,199.8451,611.64032,1602.91645,2542.09982,4099.16653,0.05172
CDMN3E2SF005_LEC,COSDaCNA_A,228.68292,691.13625,1674.02802,2408.02189,3169.76302,0.0743
CDMN3E2SF005_LEC,CLaCFA_A,186.04628,708.69989,1661.1028,2704.30398,4675.36101,0.04795
CDMN3E2SF005_LEC,CNBa_A,191.11291,704.97061,1564.27705,2660.44344,3757.81576,0.06473
CDMN3E2SF005_LEC,COSBa_A,177.92928,618.83177,1502.88562,2684.65162,4767.19054,0.04585
CDMN3E2SF005_LEC,CLa_A,183.27448,701.22607,1511.00157,2672.83747,4748.27881,0.06518
CDMN3E2SF005_LEC,COVa_T,194.66171,602.66833,1616.58197,2597.04572,4751.37042,0.07021
CDMN3E2SF005_LEC,CNBa_A,221.23985,717.65189,1587.60008,2768.30376,4358.22013,0.10091
CDMN3E2SF005_LEC,CFPa_A,212.36096,659.06626,1860.7103,2740.60827,3840.58759,0.08234
CDMN3E2SF005_LEC,COVaCNA_A,203.22519,686.3376,1615.16477,2586.83373,4442.73546,0.09338
CDMN3E2SF005_LEC,CLaCFA_A,167.53897,645.51043,1664.82785,2695.64512,4747.3131,0.04174
CDMN3E2SF005_LEC,CODCVSaCFA_A,187.57283,575.25532,1666.86672,2650.19936,4288.42,0.06573
CDMN3E2SF005_LEC,CNAa_T,203.94939,628.07056,1590.90145,2078.7278,3520.94388,0.06049
CDMN3E2SF005_LEC,CVSa_A,196.74827,696.46586,1687.25205,2627.11497,4474.06022,0.14171
CDMN3E2SF005_LEC,COSDa_T,217.41992,671.3168,1700.38447,2784.50995,4850.28989,0.09924
CDMN3E2SF005_LEC,CLaCFA_A,197.35418,637.57147,1661.08966,2776.0868,4700.67708,0.05234
CDMN3E2SF005_LEC,COVa_A,242.9742,565.00526,1685.24627,2710.66493,4852.76429,0.05367
CDMN3E2SF005_LEC,CFAaCFA_A,255.72228,536.15183,1495.04143,2276.97495,3971.47306,0.0623
CDMN3E2SF005_LEC,CNAaCFA_A,208.76583,665.89139,1652.30148,2812.23662,3589.5356,0.06957
CDMN3E2SF005_LEC,COVa_T,186.68697,591.1345,1641.11981,2517.91641,4775.05726,0.03503
CDMN3E2SF005_LEC,CVSa_T,150.38827,649.19013,1700.31009,2600.91497,4059.22183,0.12157
CDMN3E2SF005_LEC,CLaCFA_A,188.3933,620.59317,1655.15908,2666.22565,4253.10514,0.06371
CDMN3E2SF005_LEC,CNBa_A,217.29814,653.10615,1531.3393,2463.46121,3188.67378,0.05906
CDMN3E2SF005_LEC,CLaCFA_T,232.47782,673.00857,1678.24737,2806.8883,4879.18769,0.05322
CDMN3E2SF005_LEC,CLa_A,180.85528,691.26056,1746.89973,2790.55049,4736.05426,0.08191
CDMN3E2SF005_LEC,CODaCNA_T,197.41963,686.55216,1640.67889,2578.66912,3574.44867,0.08776
CDMN3E2SF005_LEC,CODaCNA_A,188.37503,665.64028,1580.28482,2655.7095,4508.65611,0.0669
CDMN3E2SF005_LEC,CLa_T,194.78289,756.25035,1685.34602,2646.98238,4536.47394,0.04295
CDMN3E2SF005_LEC,COVa_A,204.71698,641.77548,1740.10279,2447.44162,3242.00743,0.05509
CDMN3E2SF005_LEC,CNAa_T,206.63688,640.93547,1803.23829,2584.7023,4009.26375,0.04514
CDMN3E2SF005_LEC,CLaCFA_A,186.29443,656.90058,1603.57075,2749.27157,4002.96348,0.06214
CDMN3E2SF005_LEC,CODCLa_A,213.5195,671.13715,1664.47833,2811.95925,4705.98946,0.10114
CDMN3E2SF005_LEC,COSVaCVS_T,175.08892,642.46314,1649.85923,2648.49454,3164.13056,0.1082
CDMN3E2SF005_LEC,COVa_A,223.88906,655.44405,1684.2447,2704.48977,4521.66777,0.06289
CDMN3E2SF005_LEC,COSDa_T,231.24026,693.83653,1583.84157,2795.18387,4545.62203,0.06082
CDMN3E2SF005_LEC,COVa_A,171.87109,603.66476,1616.10491,2222.45154,3139.44043,0.0602
CDMN3E2SF005_LEC,CFVa_T,236.20863,651.49616,1414.03034,2413.95488,2999.10483,0.05472
CDMN3E2SF005_LEC,CNBaCFA_A,220.02641,693.44454,1539.88448,2708.83912,4369.72903,0.08518
CDMN3E2SF005_LEC,CNAa_A,197.48783,670.25853,1576.45988,2793.31383,4197.83531,0.07497
CDMN3E2SF005_LEC,COSDCVSaCFA_T,209.4537,560.0678,1700.99927,2769.1034,4347.49469,0.05171
CDMN3E2SF005_LEC,CFLaCNA_A,163.8368,516.04679,1403.01387,2252.68972,3586.07139,0.12894
CDMN3E2SF005_LEC,COSBaCVS_A,204.75964,660.96505,1484.49661,2301.7662,3147.68048,0.11337
CDMN3E2SF005_LEC,COSDa_A,213.95739,597.609,1616.05865,2922.21052,4148.42099,0.06343
CDMN3E2SF005_LEC,COSVaCNA_T,204.95018,580.6171,1776.87942,2718.90759,4038.36633,0.0713
CDMN3E2SF005_LEC,CLa_A,173.10027,626.19989,1726.89029,2766.5201,4392.67589,0.0677
CDMN3E2SF005_LEC,CVMa_T,218.5224,659.36714,1663.05155,2529.97513,3720.64373,0.12001
CDMN3E2SF005_LEC,CLa_A,180.54128,653.37848,1629.12505,2691.13361,3878.96701,0.08034
CDMN3E2SF005_LEC,CVSa_A,195.71133,706.51984,1598.65051,2283.8869,3864.50573,0.08567
CDMN3E2SF005_LEC,CNAa_T,190.66039,679.54368,1536.20313,2372.21481,3121.31682,0.07684
CDMN3E2SF005_LEC,CODa_T,191.81303,574.00102,1623.82396,2762.21602,5138.50558,0.05541
CDMN3E2SF005_LEC,COBa_T,189.27482,708.34585,1588.62318,2220.52858,2800.21238,0.0536
CDMN3E2SF005_LEC,CVSa_A,169.78653,652.13317,1741.61593,2398.48549,3023.46671,0.05611
CDMN3E2SF001_LEC,COSDa_A,224.6099,534.25157,1562.81133,2779.97507,3804.71456,0.08034
CDMN3E2SF001_LEC,COBa_T,213.06874,541.07629,1428.99236,2826.28278,3966.63188,0.08764
CDMN3E2SF001_LEC,CFAa_A,225.19365,643.33234,1490.35311,3120.01405,4021.42079,0.06573
CDMN3E2SF001_LEC,CLaCFA_A,210.40422,477.74154,1693.71215,2962.83112,4257.86999,0.07141
CDMN3E2SF001_LEC,CFLa_A,207.67751,574.14419,1408.12042,2879.30251,3965.49353,0.06898
CDMN3E2SF001_LEC,CFAa_T,196.3818,561.40051,1625.82876,2950.02285,4197.78044,0.10631
CDMN3E2SF001_LEC,COSDa_T,185.47169,651.85093,1685.84197,2966.96992,3947.01477,0.0844
CDMN3E2SF001_LEC,CODCVSa_A,207.99276,457.65911,1635.56065,2875.69499,4314.80306,0.06086
CDMN3E2SF001_LEC,CVMa_A,233.70871,458.00555,1610.5395,2693.68988,3799.37605,0.08034
CDMN3E2SF001_LEC,CODa_A,250.33276,461.83096,1762.81285,3018.10988,4205.46912,0.08533
CDMN3E2SF001_LEC,COBa_A,196.7926,519.55533,1623.80071,3147.11883,4215.25227,0.07385
CDMN3E2SF001_LEC,CFAa_T,196.79467,507.68411,1559.48828,2958.38144,4234.46345,0.07628
CDMN3E2SF001_LEC,COSBa_T,190.41715,499.03703,1320.25187,2076.09031,3344.58292,0.06654
CDMN3E2SF001_LEC,CFVaCNA_A,198.89608,429.02787,1578.48238,2959.0085,4181.73438,0.06005
CDMN3E2SF001_LEC,CLaCFAa_A,213.66381,485.20684,1682.84318,2605.45787,3934.32188,0.05599
CDMN3E2SF001_LEC,COSDaCNA_A,226.57479,524.76134,1659.37331,3006.11959,4249.75627,0.08602
CDMN3E2SF001_LEC,CLaCFA_A,189.10327,488.41705,1561.5494,2985.28687,4073.94224,0.06005
CDMN3E2SF001_LEC,CNBa_T,188.32078,710.06631,1503.47671,2881.8243,4155.63523,0.05113
CDMN3E2SF001_LEC,COSBa_A,170.00023,449.39488,1464.50359,2970.52277,4133.50425,0.06979
CDMN3E2SF001_LEC,CLa_T,217.02644,653.21599,1593.68163,2563.48578,3257.4617,0.06979
CDMN3E2SF001_LEC,CLa_A,183.52376,615.66836,1463.08614,2915.37836,3732.46871,0.08034
CDMN3E2SF001_LEC,COVa_A,194.74817,516.8549,1583.64685,2938.79472,4251.15116,0.07304
CDMN3E2SF001_LEC,CNBa_T,213.83798,582.9168,1611.32281,2953.36614,4007.85234,0.09901
CDMN3E2SF001_LEC,CFPa_A,205.63947,550.67993,1835.09906,2917.46985,3889.09519,0.06979
CDMN3E2SF001_LEC,COVaCNA_T,193.3154,815.68036,1698.64251,3087.30117,4374.18782,0.07466
